SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
FORECLOS,FORECLOSED PROPERTY,CIVIL-NR,Vacant - Not Registered - Civil Fine Pending,OPEN,2618 HACKBERRY ST                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700157,05/16/2017 12:00:00 AM +0000,39.12765037,-84.47489259,EAST WALNUT HILLS
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2717 EDEN AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400438,05/16/2017 12:00:00 AM +0000,39.13091773,-84.50644086,CORRYVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,504 LIBERTY ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700348,05/15/2017 12:00:00 AM +0000,39.11359594,-84.52463771,WEST END
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,101 WINKLER ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700347,05/15/2017 12:00:00 AM +0000,39.12002702,-84.51428484,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1174 CHEREVILLA LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700346,05/15/2017 12:00:00 AM +0000,39.11676987,-84.60484548,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4401 STATION AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700344,05/15/2017 12:00:00 AM +0000,39.16769757,-84.51872752,SPRING GROVE VILLAGE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2628 MARYLAND AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500354,05/15/2017 12:00:00 AM +0000,39.10773839,-84.55643028,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,847 LUDLOW AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600430,05/12/2017 12:00:00 AM +0000,39.14917045,-84.53352058,CLIFTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,504 MCALPIN AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500120,05/12/2017 12:00:00 AM +0000,39.15071225,-84.52577019,CLIFTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1009 TENNESSEE AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600432,05/11/2017 12:00:00 AM +0000,39.16840631,-84.48129102,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6473 DALY RD                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500368,05/09/2017 12:00:00 AM +0000,39.20750237,-84.53212766,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,771 DERBY AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700330,05/02/2017 12:00:00 AM +0000,39.17110209,-84.51956976,SPRING GROVE VILLAGE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,249 HOSEA AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700335,05/01/2017 12:00:00 AM +0000,39.14347868,-84.51756303,CLIFTON
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,3106 RAMONA AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700199,05/01/2017 12:00:00 AM +0000,39.14322263,-84.60563393,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1908 WEBMAN CT                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600100,05/01/2017 12:00:00 AM +0000,39.15146655,-84.55159685,MILLVALE
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,2426 BLUFFCREST LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700333,04/28/2017 12:00:00 AM +0000,39.1299446,-84.58217523,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5846 RED BANK RD                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500469,04/28/2017 12:00:00 AM +0000,39.17718975,-84.40735405,KENNEDY HEIGHTS
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4224 MAD ANTHONY ST                  ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400333,04/28/2017 12:00:00 AM +0000,39.16405247,-84.53526704,NORTHSIDE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,647 GREENWOOD AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700331,04/27/2017 12:00:00 AM +0000,39.15294007,-84.49181417,AVONDALE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,7211 READING RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700327,04/27/2017 12:00:00 AM +0000,39.19323399,-84.46134521,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,863 VAN DYKE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700099,04/27/2017 12:00:00 AM +0000,39.12614377,-84.42800942,MT. LOOKOUT
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3410 BELLTONE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600146,04/27/2017 12:00:00 AM +0000,39.14965439,-84.58482946,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3280 MIDDEN CIR                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600043,04/27/2017 12:00:00 AM +0000,39.13870802,-84.61315501,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,7167 READING RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700254,04/26/2017 12:00:00 AM +0000,39.19193633,-84.46207834,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,812 FAIRBANKS AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700088,04/26/2017 12:00:00 AM +0000,39.10645984,-84.56839538,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,3308 HACKBERRY ST                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600422,04/26/2017 12:00:00 AM +0000,39.13779866,-84.47372474,EVANSTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1613 FAIRFAX AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600264,04/26/2017 12:00:00 AM +0000,39.13540999,-84.47530096,EVANSTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3350 EVANSTON AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600140,04/26/2017 12:00:00 AM +0000,39.13836292,-84.46313648,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3120 HACKBERRY ST                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600040,04/26/2017 12:00:00 AM +0000,39.13469283,-84.4740325,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3122 HARVARD AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500381,04/26/2017 12:00:00 AM +0000,39.13554472,-84.47690217,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1764 DALE RD                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500127,04/26/2017 12:00:00 AM +0000,39.1769942,-84.46335124,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2369 OAKTREE PL                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700324,04/25/2017 12:00:00 AM +0000,39.12737944,-84.58095332,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3633 CLARION AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600914,04/25/2017 12:00:00 AM +0000,39.14523828,-84.47082647,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6529 GLADE AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500915,04/25/2017 12:00:00 AM +0000,39.07966329,-84.37816833,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1064 WINFIELD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600919,04/24/2017 12:00:00 AM +0000,39.11237331,-84.58400288,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,6609 COFFEY ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600541,04/24/2017 12:00:00 AM +0000,39.09577477,-84.37363981,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,573 TRENTON AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600454,04/24/2017 12:00:00 AM +0000,39.10219552,-84.59145232,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,624 TRENTON AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600260,04/24/2017 12:00:00 AM +0000,39.10501274,-84.58874436,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,5624 SUNVALLEY LN                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600253,04/24/2017 12:00:00 AM +0000,39.10191052,-84.38460956,MT. WASHINGTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5058 SIDNEY RD                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300048,04/24/2017 12:00:00 AM +0000,39.12365848,-84.60571805,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,957 SETON AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500698,04/21/2017 12:00:00 AM +0000,39.10949922,-84.57688863,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1788 GRAND AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400580,04/21/2017 12:00:00 AM +0000,39.11811231,-84.55885599,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3835 CASS AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700319,04/20/2017 12:00:00 AM +0000,39.15725305,-84.55423852,SOUTH CUMMINSVILLE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,6059 PAWNEE DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600877,04/20/2017 12:00:00 AM +0000,39.20252424,-84.55763088,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3070 MOOSEWOOD AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600371,04/20/2017 12:00:00 AM +0000,39.14036867,-84.55034551,MILLVALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,4730 HAMILTON AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600347,04/20/2017 12:00:00 AM +0000,39.17781211,-84.54461035,NORTHSIDE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,4210 WILLIAMSON PL                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500809,04/20/2017 12:00:00 AM +0000,39.1635613,-84.5369638,NORTHSIDE
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,1832 BLACKSTONE PL                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700277,04/19/2017 12:00:00 AM +0000,39.19655723,-84.45628862,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,4761 DALE AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700208,04/19/2017 12:00:00 AM +0000,39.11184323,-84.59815869,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5965 HAVENWOOD CT                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700314,04/18/2017 12:00:00 AM +0000,39.18521802,-84.46164372,BOND HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1381 TEAKWOOD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700082,04/18/2017 12:00:00 AM +0000,39.20639754,-84.54046873,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1063 ROXIE LN                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600847,04/18/2017 12:00:00 AM +0000,39.20600731,-84.53061949,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1110 WILMONT CT                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600359,04/18/2017 12:00:00 AM +0000,39.20152899,-84.53542455,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,3714 KIRKUP AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600638,04/17/2017 12:00:00 AM +0000,39.18705689,-84.40970041,KENNEDY HEIGHTS
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,6800 VINEWOOD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600249,04/17/2017 12:00:00 AM +0000,39.15739643,-84.3805134,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,5804 PEABODY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500697,04/17/2017 12:00:00 AM +0000,39.15864815,-84.39421565,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4515 HECTOR AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400735,04/17/2017 12:00:00 AM +0000,39.15465593,-84.39651717,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2656 BONNIE DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700285,04/14/2017 12:00:00 AM +0000,39.10575904,-84.38724698,MT. WASHINGTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,819 OVERLOOK AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1200141,04/14/2017 12:00:00 AM +0000,39.11046293,-84.60006694,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2893 KLING AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700283,04/13/2017 12:00:00 AM +0000,39.14763734,-84.59358372,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,4914 SHIRLEY PL                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600440,04/13/2017 12:00:00 AM +0000,39.12674008,-84.60177657,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,7276 EASTLAWN DR                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700282,04/12/2017 12:00:00 AM +0000,39.1944255,-84.45518459,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,7890 STILLWELL RD                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700280,04/12/2017 12:00:00 AM +0000,39.2064982,-84.45632192,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,8414 DIXIE AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700218,04/11/2017 12:00:00 AM +0000,39.21552763,-84.46138529,HARTWELL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,7470 GRACELY DR                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600429,04/11/2017 12:00:00 AM +0000,39.12984548,-84.70515211,SAYLER PARK
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5748 KENNETH AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700272,04/07/2017 12:00:00 AM +0000,39.19638971,-84.53969804,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6615 WINDWARD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700271,04/07/2017 12:00:00 AM +0000,39.15398326,-84.38370237,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4728 CLEVESDALE DR                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700273,04/07/2017 12:00:00 AM +0000,39.1206828,-84.59335951,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,3313 WUNDER AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700169,04/07/2017 12:00:00 AM +0000,39.14641492,-84.59283839,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,5638 FOLCHI DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700141,04/07/2017 12:00:00 AM +0000,39.19224703,-84.53898486,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3161 WERK RD                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700270,04/06/2017 12:00:00 AM +0000,39.14043702,-84.60733854,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2619 MORNINGDALE CT                  ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700267,04/06/2017 12:00:00 AM +0000,39.13536056,-84.5870575,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,6619 WINDWARD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700144,04/06/2017 12:00:00 AM +0000,39.15372986,-84.38357918,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3843 MT VERNON AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700138,04/06/2017 12:00:00 AM +0000,39.14875976,-84.43161701,OAKLEY
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3751 BOUDINOT AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700264,04/05/2017 12:00:00 AM +0000,39.15954831,-84.60269766,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1136 CHEREVILLA LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700263,04/05/2017 12:00:00 AM +0000,39.11537257,-84.60496231,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1523 SIDONA LN                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700260,04/05/2017 12:00:00 AM +0000,39.12429401,-84.60459822,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6321 TYNE AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700259,04/05/2017 12:00:00 AM +0000,39.18571856,-84.41575122,KENNEDY HEIGHTS
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,3161 WERK RD                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700252,04/05/2017 12:00:00 AM +0000,39.14043702,-84.60733854,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6724 WINDWARD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700251,04/05/2017 12:00:00 AM +0000,39.1541989,-84.38141547,MADISONVILLE
