1090,0,,OAK,ST,45001-0000,5000,22,26
23,0,,OAK,ST,45001-0000,5000,1090,19.3366
900,0,101,MAIN,ST,45001-0000,37500,900,15.966
16690,103430,101,MAIN,ST,00000-0000,37500,120120,2130.9288
500,0,101,MAIN,ST,45001-0000,37500,500,8.87
930,0,101,MAIN,ST,00000-0000,37500,930,16.4982
